split,method,seed,n,task_success,safety_violation,authority_regret,human_burden,late_handoff,handoff_churn,recovery_success,intervention_cost,boundary_calibration_error,override_precision,unsafe_autonomy,robust_utility
contact_mode_shift,fixed_human_teleoperation,5,192,0.239583,0.229167,0.367119,0.997312,0.312177,0.219183,0.437890,0.435917,0.250647,0.500634,0.048519,-0.318445
contact_mode_shift,fixed_human_teleoperation,6,192,0.192708,0.270833,0.366976,0.997404,0.313132,0.216956,0.439431,0.434180,0.251133,0.500893,0.048424,-0.390729
contact_mode_shift,fixed_human_teleoperation,7,192,0.177083,0.250000,0.365176,0.997523,0.311801,0.219738,0.437681,0.435925,0.252275,0.499352,0.048353,-0.393451
contact_mode_shift,fixed_human_teleoperation,8,192,0.239583,0.213542,0.367378,0.997011,0.311566,0.219538,0.437896,0.435223,0.252917,0.500749,0.048738,-0.308625
contact_mode_shift,fixed_human_teleoperation,9,192,0.182292,0.187500,0.365837,0.996941,0.311578,0.217974,0.438381,0.434642,0.250401,0.501992,0.048532,-0.349087
contact_mode_shift,fixed_policy_authority,0,192,0.072917,0.333333,0.604742,0.197647,0.452106,0.228359,0.030323,0.107180,0.341759,0.098061,0.409351,-0.440403
contact_mode_shift,fixed_policy_authority,1,192,0.052083,0.338542,0.603021,0.197354,0.449555,0.226911,0.030803,0.104842,0.339047,0.100025,0.410559,-0.463111
contact_mode_shift,fixed_policy_authority,2,192,0.083333,0.390625,0.605090,0.198292,0.451596,0.229716,0.028477,0.107000,0.340830,0.099107,0.409844,-0.465960
contact_mode_shift,fixed_policy_authority,3,192,0.046875,0.364583,0.604209,0.197519,0.448920,0.225569,0.029423,0.104820,0.342902,0.100894,0.409174,-0.484647
contact_mode_shift,fixed_policy_authority,4,192,0.062500,0.390625,0.604243,0.195099,0.449643,0.228610,0.029929,0.105505,0.340883,0.102852,0.410425,-0.485104
contact_mode_shift,fixed_policy_authority,5,192,0.083333,0.411458,0.603987,0.200768,0.451122,0.228318,0.031532,0.106296,0.340415,0.100457,0.407915,-0.478637
contact_mode_shift,fixed_policy_authority,6,192,0.046875,0.406250,0.604625,0.196196,0.449894,0.229164,0.028806,0.107043,0.342261,0.098254,0.409381,-0.511126
contact_mode_shift,fixed_policy_authority,7,192,0.078125,0.359375,0.604457,0.196976,0.451090,0.227598,0.031806,0.106880,0.340477,0.100003,0.409459,-0.450706
contact_mode_shift,fixed_policy_authority,8,192,0.078125,0.447917,0.605019,0.197982,0.451223,0.228439,0.029182,0.106790,0.340564,0.097553,0.409527,-0.506307
contact_mode_shift,fixed_policy_authority,9,192,0.062500,0.380208,0.603696,0.197070,0.451696,0.227762,0.028975,0.106015,0.342161,0.099093,0.410560,-0.479336
contact_mode_shift,mpc_risk_arbitration,0,192,0.557292,0.208333,0.205570,0.271436,0.180265,0.257053,0.762891,0.249433,0.181321,0.638530,0.124589,0.287987
contact_mode_shift,mpc_risk_arbitration,1,192,0.588542,0.182292,0.205838,0.267628,0.176824,0.256721,0.762950,0.250194,0.181507,0.639844,0.124679,0.336749
contact_mode_shift,mpc_risk_arbitration,2,192,0.562500,0.177083,0.206658,0.271865,0.178116,0.258893,0.763874,0.249946,0.181398,0.640324,0.123491,0.312346
contact_mode_shift,mpc_risk_arbitration,3,192,0.520833,0.130208,0.207691,0.266884,0.177421,0.257750,0.764440,0.249537,0.181059,0.639730,0.125085,0.301013
contact_mode_shift,mpc_risk_arbitration,4,192,0.557292,0.192708,0.205668,0.269304,0.176365,0.256474,0.764440,0.249214,0.179785,0.642750,0.124867,0.299001
contact_mode_shift,mpc_risk_arbitration,5,192,0.541667,0.229167,0.206369,0.266762,0.177617,0.259510,0.761574,0.247910,0.180710,0.637370,0.124960,0.260543
contact_mode_shift,mpc_risk_arbitration,6,192,0.515625,0.156250,0.207640,0.269854,0.177402,0.259412,0.762377,0.249175,0.181560,0.641929,0.123905,0.278634
contact_mode_shift,mpc_risk_arbitration,7,192,0.546875,0.182292,0.206044,0.267453,0.179618,0.257078,0.762572,0.249350,0.181714,0.639653,0.124728,0.294637
contact_mode_shift,mpc_risk_arbitration,8,192,0.484375,0.171875,0.206728,0.270614,0.178918,0.259695,0.763277,0.249328,0.181952,0.639912,0.124830,0.237522
contact_mode_shift,mpc_risk_arbitration,9,192,0.500000,0.156250,0.207181,0.267460,0.177945,0.257439,0.763231,0.249205,0.180731,0.640348,0.125211,0.263914
contact_mode_shift,oracle_authority_assignment,0,192,0.661458,0.119792,0.153274,0.313752,0.160129,0.237478,0.885260,0.273889,0.131225,0.759108,0.075528,0.462882
contact_mode_shift,oracle_authority_assignment,1,192,0.666667,0.114583,0.152018,0.313072,0.159810,0.237305,0.885959,0.275023,0.131529,0.760650,0.075591,0.471811
contact_mode_shift,oracle_authority_assignment,2,192,0.625000,0.114583,0.151684,0.314274,0.160900,0.238478,0.885300,0.274119,0.131112,0.759105,0.074925,0.429662
contact_mode_shift,oracle_authority_assignment,3,192,0.645833,0.088542,0.154023,0.310932,0.158912,0.238328,0.886233,0.274710,0.129904,0.759645,0.075334,0.467211
contact_mode_shift,oracle_authority_assignment,4,192,0.578125,0.151042,0.152288,0.310760,0.159770,0.235748,0.887681,0.272993,0.129373,0.760158,0.075405,0.361687
contact_mode_shift,oracle_authority_assignment,5,192,0.609375,0.098958,0.152395,0.310131,0.160149,0.237178,0.886190,0.272319,0.130505,0.759933,0.074929,0.425069
contact_mode_shift,oracle_authority_assignment,6,192,0.609375,0.156250,0.154712,0.310224,0.157437,0.237376,0.887346,0.274033,0.130856,0.758141,0.075511,0.389278
contact_mode_shift,oracle_authority_assignment,7,192,0.630208,0.135417,0.154748,0.312804,0.160415,0.239701,0.887046,0.273069,0.131131,0.759896,0.075173,0.421716
contact_mode_shift,oracle_authority_assignment,8,192,0.656250,0.119792,0.155389,0.312771,0.162110,0.239361,0.884991,0.273903,0.133307,0.758823,0.075627,0.456815
contact_mode_shift,oracle_authority_assignment,9,192,0.604167,0.130208,0.153749,0.311538,0.160015,0.237924,0.886212,0.272484,0.131462,0.760093,0.075488,0.399726
contact_mode_shift,pomdp_handoff_policy,0,192,0.432292,0.223958,0.245007,0.454179,0.203974,0.297210,0.692678,0.309957,0.191693,0.599874,0.105098,0.079300
contact_mode_shift,pomdp_handoff_policy,1,192,0.510417,0.166667,0.243469,0.449107,0.202639,0.296408,0.692132,0.309665,0.189616,0.599414,0.105607,0.194843
contact_mode_shift,pomdp_handoff_policy,2,192,0.447917,0.239583,0.246463,0.452415,0.204621,0.297777,0.691485,0.310946,0.190266,0.599888,0.105305,0.084931
contact_mode_shift,pomdp_handoff_policy,3,192,0.468750,0.213542,0.244930,0.451180,0.202085,0.296567,0.692219,0.310020,0.191242,0.600546,0.104796,0.123292
contact_mode_shift,pomdp_handoff_policy,4,192,0.520833,0.135417,0.244591,0.448505,0.203143,0.296482,0.691797,0.310072,0.190718,0.601024,0.104957,0.224342
contact_mode_shift,pomdp_handoff_policy,5,192,0.557292,0.223958,0.244561,0.449866,0.201495,0.297037,0.692836,0.310236,0.191955,0.600896,0.105751,0.205849
contact_mode_shift,pomdp_handoff_policy,6,192,0.458333,0.234375,0.243848,0.452697,0.203578,0.300003,0.691049,0.310836,0.190504,0.598847,0.105103,0.099039
contact_mode_shift,pomdp_handoff_policy,7,192,0.473958,0.192708,0.245147,0.454632,0.203653,0.298396,0.692492,0.310241,0.191827,0.600297,0.104436,0.140064
contact_mode_shift,pomdp_handoff_policy,8,192,0.500000,0.229167,0.245266,0.454352,0.204120,0.298395,0.691978,0.310727,0.191886,0.599398,0.105075,0.143375
contact_mode_shift,pomdp_handoff_policy,9,192,0.416667,0.234375,0.244267,0.451516,0.202356,0.297477,0.690996,0.309087,0.191584,0.601405,0.104268,0.058220
contact_mode_shift,recovery_aware_mpc,0,192,0.598958,0.203125,0.221667,0.316031,0.176490,0.269112,0.809587,0.297153,0.190981,0.630329,0.124549,0.316276
contact_mode_shift,recovery_aware_mpc,1,192,0.588542,0.156250,0.219579,0.316281,0.172059,0.267304,0.814049,0.297766,0.190481,0.630438,0.123433,0.336606
contact_mode_shift,recovery_aware_mpc,2,192,0.567708,0.203125,0.220648,0.316600,0.175773,0.266776,0.810736,0.297976,0.191954,0.629047,0.122957,0.285549
contact_mode_shift,recovery_aware_mpc,3,192,0.494792,0.161458,0.219851,0.314195,0.173301,0.267980,0.812622,0.296065,0.190333,0.629616,0.123447,0.239835
contact_mode_shift,recovery_aware_mpc,4,192,0.593750,0.140625,0.219675,0.313091,0.173673,0.267891,0.812065,0.296941,0.189343,0.631481,0.123318,0.351838
contact_mode_shift,recovery_aware_mpc,5,192,0.567708,0.156250,0.220810,0.317398,0.175603,0.267271,0.812498,0.298527,0.191333,0.629074,0.122898,0.314433
contact_mode_shift,recovery_aware_mpc,6,192,0.546875,0.239583,0.219514,0.316395,0.173608,0.268470,0.812797,0.296162,0.191161,0.627888,0.123523,0.242934
contact_mode_shift,recovery_aware_mpc,7,192,0.536458,0.192708,0.221421,0.317413,0.175483,0.269485,0.811883,0.298319,0.191385,0.628151,0.123516,0.260148
contact_mode_shift,recovery_aware_mpc,8,192,0.541667,0.187500,0.221252,0.315822,0.173569,0.268485,0.811052,0.297415,0.191230,0.626827,0.124536,0.269460
contact_mode_shift,recovery_aware_mpc,9,192,0.531250,0.187500,0.221417,0.314667,0.173436,0.268587,0.812317,0.295846,0.190837,0.630370,0.124073,0.259546
contact_mode_shift,uncertainty_triggered_handoff,0,192,0.427083,0.218750,0.319056,0.700784,0.236659,0.407325,0.533478,0.336467,0.241550,0.518366,0.063161,-0.034207
contact_mode_shift,uncertainty_triggered_handoff,1,192,0.416667,0.197917,0.314965,0.701661,0.231596,0.407283,0.534575,0.335731,0.240808,0.518736,0.063226,-0.029918
contact_mode_shift,uncertainty_triggered_handoff,2,192,0.307292,0.208333,0.318020,0.700438,0.235720,0.407618,0.531403,0.336572,0.239900,0.518613,0.063280,-0.147260
contact_mode_shift,uncertainty_triggered_handoff,3,192,0.375000,0.203125,0.316251,0.699679,0.234986,0.407456,0.533530,0.335859,0.241106,0.519848,0.063392,-0.075319
contact_mode_shift,uncertainty_triggered_handoff,4,192,0.359375,0.229167,0.317987,0.701731,0.234968,0.405884,0.533964,0.336965,0.239311,0.521103,0.063186,-0.107901
contact_mode_shift,uncertainty_triggered_handoff,5,192,0.369792,0.213542,0.316634,0.700625,0.234327,0.409628,0.535373,0.336959,0.240466,0.520220,0.063062,-0.087426
contact_mode_shift,uncertainty_triggered_handoff,6,192,0.322917,0.255208,0.319159,0.700252,0.234561,0.408587,0.533113,0.335227,0.240473,0.519762,0.063314,-0.160597
contact_mode_shift,uncertainty_triggered_handoff,7,192,0.359375,0.187500,0.318102,0.702978,0.235890,0.409414,0.533323,0.336743,0.241285,0.520788,0.063056,-0.082996
contact_mode_shift,uncertainty_triggered_handoff,8,192,0.348958,0.203125,0.319565,0.701295,0.234698,0.410606,0.532794,0.335814,0.241232,0.520372,0.063658,-0.102963
contact_mode_shift,uncertainty_triggered_handoff,9,192,0.395833,0.156250,0.316339,0.700289,0.233263,0.407948,0.533893,0.335026,0.240966,0.519154,0.063667,-0.025263
fragile_object_shift,authority_boundary_v4,0,192,0.369792,0.276042,0.320539,0.775377,0.243839,0.357058,0.582947,0.355594,0.230797,0.539232,0.052566,-0.138364
fragile_object_shift,authority_boundary_v4,1,192,0.364583,0.218750,0.321842,0.777449,0.244390,0.357338,0.581267,0.357295,0.230487,0.538692,0.051951,-0.109301
fragile_object_shift,authority_boundary_v4,2,192,0.390625,0.234375,0.320393,0.774983,0.242072,0.356173,0.579908,0.355887,0.231733,0.538695,0.052698,-0.091450
fragile_object_shift,authority_boundary_v4,3,192,0.369792,0.302083,0.320154,0.774472,0.242965,0.356994,0.582875,0.356324,0.230927,0.539311,0.052885,-0.154128
fragile_object_shift,authority_boundary_v4,4,192,0.328125,0.234375,0.320599,0.775775,0.241416,0.359801,0.580474,0.356110,0.230964,0.540893,0.052674,-0.154499
fragile_object_shift,authority_boundary_v4,5,192,0.385417,0.265625,0.320021,0.773325,0.240260,0.353849,0.582567,0.355453,0.229004,0.540202,0.052487,-0.114717
fragile_object_shift,authority_boundary_v4,6,192,0.343750,0.223958,0.319485,0.774402,0.243037,0.357587,0.582953,0.356689,0.230307,0.539351,0.052713,-0.131661
fragile_object_shift,authority_boundary_v4,7,192,0.369792,0.187500,0.321508,0.774963,0.243108,0.358985,0.582250,0.356765,0.229253,0.539019,0.052300,-0.083898
fragile_object_shift,authority_boundary_v4,8,192,0.390625,0.223958,0.322546,0.775581,0.245043,0.355222,0.580785,0.355622,0.230723,0.539445,0.052478,-0.085938
fragile_object_shift,authority_boundary_v4,9,192,0.328125,0.244792,0.319540,0.774697,0.241533,0.356355,0.584658,0.357010,0.230325,0.539815,0.052049,-0.159794
fragile_object_shift,authority_boundary_v5,0,192,0.442708,0.223958,0.285154,0.620712,0.228314,0.338445,0.649358,0.342466,0.222530,0.569722,0.078389,0.024153
fragile_object_shift,authority_boundary_v5,1,192,0.411458,0.187500,0.284471,0.624845,0.228812,0.336606,0.651015,0.342114,0.220876,0.568103,0.077608,0.014995
fragile_object_shift,authority_boundary_v5,2,192,0.427083,0.177083,0.284372,0.620991,0.228831,0.337089,0.650000,0.342380,0.221205,0.568968,0.078417,0.037859
fragile_object_shift,authority_boundary_v5,3,192,0.458333,0.223958,0.284708,0.621448,0.226708,0.336040,0.649114,0.343490,0.221728,0.569016,0.078465,0.040136
fragile_object_shift,authority_boundary_v5,4,192,0.437500,0.125000,0.284987,0.621379,0.227457,0.338527,0.650472,0.342011,0.221264,0.568710,0.078356,0.080443
fragile_object_shift,authority_boundary_v5,5,192,0.375000,0.208333,0.285882,0.619864,0.226441,0.333602,0.650055,0.339598,0.218256,0.570159,0.078395,-0.032623
fragile_object_shift,authority_boundary_v5,6,192,0.411458,0.156250,0.285314,0.617111,0.226382,0.336882,0.648833,0.342803,0.220557,0.570170,0.079700,0.036127
fragile_object_shift,authority_boundary_v5,7,192,0.447917,0.208333,0.284627,0.621656,0.229428,0.336847,0.649655,0.341786,0.220421,0.568046,0.078431,0.039060
fragile_object_shift,authority_boundary_v5,8,192,0.458333,0.166667,0.285185,0.622126,0.228185,0.335857,0.649770,0.342219,0.219800,0.569998,0.077828,0.075341
fragile_object_shift,authority_boundary_v5,9,192,0.406250,0.208333,0.283773,0.620705,0.228049,0.335434,0.651853,0.341674,0.221412,0.570564,0.078682,-0.001588
fragile_object_shift,bayesian_authority_allocation,0,192,0.416667,0.213542,0.305273,0.646534,0.263896,0.328656,0.569594,0.334872,0.220665,0.528640,0.080709,-0.016798
fragile_object_shift,bayesian_authority_allocation,1,192,0.354167,0.250000,0.304218,0.647773,0.263622,0.326517,0.569076,0.334968,0.220207,0.529951,0.079987,-0.101686
fragile_object_shift,bayesian_authority_allocation,2,192,0.411458,0.156250,0.305592,0.645104,0.263693,0.326925,0.571103,0.334732,0.221018,0.528126,0.081185,0.014154
fragile_object_shift,bayesian_authority_allocation,3,192,0.322917,0.229167,0.305012,0.645541,0.262435,0.325513,0.570788,0.334675,0.219824,0.529704,0.080381,-0.119205
fragile_object_shift,bayesian_authority_allocation,4,192,0.395833,0.161458,0.306260,0.646768,0.264576,0.327658,0.570820,0.333369,0.220520,0.529379,0.080329,-0.005383
fragile_object_shift,bayesian_authority_allocation,5,192,0.270833,0.223958,0.304228,0.644469,0.261957,0.322825,0.570990,0.333762,0.219172,0.529801,0.081002,-0.167100
fragile_object_shift,bayesian_authority_allocation,6,192,0.364583,0.296875,0.303414,0.645036,0.262003,0.325299,0.571672,0.332975,0.220394,0.528075,0.081467,-0.118661
fragile_object_shift,bayesian_authority_allocation,7,192,0.338542,0.239583,0.304382,0.646801,0.262483,0.324375,0.569770,0.334425,0.220500,0.528884,0.080227,-0.110111
fragile_object_shift,bayesian_authority_allocation,8,192,0.437500,0.223958,0.306146,0.645927,0.266946,0.326252,0.566671,0.334895,0.220918,0.529548,0.080645,-0.002931
fragile_object_shift,bayesian_authority_allocation,9,192,0.302083,0.286458,0.303704,0.644291,0.263063,0.326730,0.571033,0.333246,0.221082,0.528377,0.081005,-0.175016
fragile_object_shift,cbf_safety_filter,0,192,0.505208,0.161458,0.236375,0.240923,0.217003,0.255241,0.685189,0.187248,0.210514,0.598241,0.109952,0.258930
fragile_object_shift,cbf_safety_filter,1,192,0.541667,0.135417,0.237254,0.242738,0.216223,0.256153,0.685537,0.189622,0.211012,0.598366,0.109766,0.310684
fragile_object_shift,cbf_safety_filter,2,192,0.526042,0.229167,0.236709,0.240347,0.214549,0.257225,0.686977,0.187931,0.210402,0.598321,0.110708,0.238068
fragile_object_shift,cbf_safety_filter,3,192,0.515625,0.145833,0.236458,0.241809,0.215973,0.255854,0.688237,0.187819,0.210426,0.597500,0.110652,0.279079
fragile_object_shift,cbf_safety_filter,4,192,0.505208,0.145833,0.235303,0.238064,0.215967,0.257703,0.685772,0.188774,0.212176,0.599056,0.109416,0.269336
fragile_object_shift,cbf_safety_filter,5,192,0.442708,0.130208,0.236248,0.238013,0.215884,0.254089,0.685869,0.187322,0.210339,0.601671,0.109419,0.216899
fragile_object_shift,cbf_safety_filter,6,192,0.437500,0.119792,0.235122,0.236849,0.214844,0.257409,0.685821,0.186393,0.211214,0.598715,0.109910,0.218567
fragile_object_shift,cbf_safety_filter,7,192,0.510417,0.171875,0.236343,0.240804,0.215786,0.257232,0.684187,0.187099,0.210957,0.599841,0.110145,0.257607
fragile_object_shift,cbf_safety_filter,8,192,0.541667,0.171875,0.238292,0.241869,0.218400,0.257191,0.686629,0.188517,0.210609,0.599123,0.109997,0.287754
fragile_object_shift,cbf_safety_filter,9,192,0.463542,0.125000,0.236346,0.239964,0.214701,0.258209,0.688472,0.188204,0.211588,0.599732,0.109946,0.240284
fragile_object_shift,confidence_threshold_shared_control,0,192,0.244792,0.255208,0.412794,0.798980,0.317886,0.386923,0.377328,0.342331,0.280728,0.406890,0.060182,-0.309731
fragile_object_shift,confidence_threshold_shared_control,1,192,0.187500,0.270833,0.413118,0.796020,0.320338,0.387843,0.374743,0.343458,0.280774,0.410074,0.060131,-0.376902
fragile_object_shift,confidence_threshold_shared_control,2,192,0.234375,0.322917,0.411657,0.797460,0.318356,0.386152,0.376074,0.341645,0.281331,0.409108,0.060669,-0.361492
fragile_object_shift,confidence_threshold_shared_control,3,192,0.255208,0.255208,0.413174,0.794273,0.317482,0.386573,0.376858,0.342481,0.280028,0.407701,0.061028,-0.298225
fragile_object_shift,confidence_threshold_shared_control,4,192,0.234375,0.333333,0.412239,0.794109,0.317272,0.386170,0.377044,0.343697,0.280749,0.410184,0.061326,-0.367248
fragile_object_shift,confidence_threshold_shared_control,5,192,0.203125,0.276042,0.413045,0.794140,0.314099,0.385249,0.377486,0.340956,0.278493,0.410079,0.060856,-0.362258
fragile_object_shift,confidence_threshold_shared_control,6,192,0.229167,0.302083,0.409383,0.795764,0.313703,0.384566,0.377792,0.341261,0.279621,0.410105,0.060563,-0.351697
fragile_object_shift,confidence_threshold_shared_control,7,192,0.213542,0.276042,0.413628,0.795920,0.317124,0.388411,0.376620,0.341361,0.278753,0.410903,0.060523,-0.353388
fragile_object_shift,confidence_threshold_shared_control,8,192,0.208333,0.223958,0.412607,0.793824,0.317374,0.384742,0.377421,0.343312,0.280101,0.410911,0.060734,-0.325277
fragile_object_shift,confidence_threshold_shared_control,9,192,0.244792,0.364583,0.410073,0.791947,0.317307,0.385669,0.378127,0.341414,0.281227,0.407410,0.061150,-0.374776
fragile_object_shift,controller_fusion_prior,0,192,0.135417,0.364583,0.532268,0.384376,0.317496,0.356878,0.232572,0.199529,0.290568,0.308948,0.261118,-0.410914
fragile_object_shift,controller_fusion_prior,1,192,0.140625,0.411458,0.534313,0.384502,0.320575,0.356899,0.231452,0.197431,0.290720,0.308999,0.261584,-0.435685
fragile_object_shift,controller_fusion_prior,2,192,0.140625,0.359375,0.531780,0.382807,0.318918,0.355753,0.233306,0.198711,0.291516,0.309815,0.262875,-0.401930
fragile_object_shift,controller_fusion_prior,3,192,0.166667,0.359375,0.533083,0.384039,0.316093,0.356585,0.231967,0.198026,0.289967,0.310511,0.261767,-0.376196
fragile_object_shift,controller_fusion_prior,4,192,0.119792,0.328125,0.533974,0.384411,0.318898,0.355211,0.231075,0.197370,0.291089,0.308705,0.261058,-0.404298
fragile_object_shift,controller_fusion_prior,5,192,0.135417,0.307292,0.531535,0.381599,0.317966,0.355051,0.232789,0.197118,0.290493,0.310245,0.262259,-0.374141
fragile_object_shift,controller_fusion_prior,6,192,0.140625,0.291667,0.531829,0.381501,0.317483,0.357411,0.231707,0.197017,0.289600,0.309569,0.263131,-0.359578
fragile_object_shift,controller_fusion_prior,7,192,0.109375,0.369792,0.533213,0.382677,0.319021,0.357442,0.231059,0.199396,0.291151,0.307679,0.262826,-0.440433
fragile_object_shift,controller_fusion_prior,8,192,0.161458,0.380208,0.531352,0.385222,0.318817,0.353143,0.231977,0.198225,0.289680,0.308753,0.261357,-0.394214
fragile_object_shift,controller_fusion_prior,9,192,0.171875,0.390625,0.532015,0.384226,0.317925,0.355472,0.233913,0.198122,0.289754,0.309717,0.261537,-0.390154
fragile_object_shift,fixed_human_teleoperation,0,192,0.197917,0.302083,0.375788,0.999329,0.333774,0.226114,0.428994,0.440516,0.261790,0.489311,0.050051,-0.413430
fragile_object_shift,fixed_human_teleoperation,1,192,0.234375,0.234375,0.375444,0.999443,0.334228,0.227422,0.430003,0.438984,0.262653,0.488461,0.050068,-0.334930
fragile_object_shift,fixed_human_teleoperation,2,192,0.166667,0.234375,0.375873,0.999054,0.334402,0.225833,0.430569,0.439065,0.260891,0.488066,0.049916,-0.402452
fragile_object_shift,fixed_human_teleoperation,3,192,0.171875,0.250000,0.374429,0.998828,0.333018,0.226615,0.429080,0.439719,0.259603,0.491240,0.050057,-0.406573
fragile_object_shift,fixed_human_teleoperation,4,192,0.197917,0.223958,0.376237,0.999397,0.332842,0.229149,0.430649,0.440145,0.261828,0.489721,0.049937,-0.365167
fragile_object_shift,fixed_human_teleoperation,5,192,0.218750,0.197917,0.374217,0.999198,0.332759,0.223320,0.430385,0.438973,0.259541,0.489655,0.049699,-0.326827
fragile_object_shift,fixed_human_teleoperation,6,192,0.208333,0.260417,0.374470,0.998832,0.334024,0.226075,0.431701,0.439132,0.259389,0.491312,0.049988,-0.376412
fragile_object_shift,fixed_human_teleoperation,7,192,0.187500,0.286458,0.375522,0.999408,0.334531,0.225776,0.430535,0.438982,0.261301,0.489993,0.049962,-0.413916
fragile_object_shift,fixed_human_teleoperation,8,192,0.197917,0.244792,0.375116,0.999235,0.334835,0.224735,0.431046,0.439304,0.260189,0.489108,0.049751,-0.377438
fragile_object_shift,fixed_human_teleoperation,9,192,0.187500,0.296875,0.375139,0.999172,0.331419,0.227236,0.431142,0.439206,0.260045,0.488925,0.049816,-0.419873
fragile_object_shift,fixed_policy_authority,0,192,0.026042,0.447917,0.613129,0.213898,0.472719,0.238594,0.023824,0.112351,0.350550,0.087610,0.412499,-0.569880
fragile_object_shift,fixed_policy_authority,1,192,0.041667,0.348958,0.612322,0.217208,0.474595,0.236606,0.022917,0.112997,0.350305,0.089011,0.410030,-0.493692
fragile_object_shift,fixed_policy_authority,2,192,0.046875,0.380208,0.613276,0.213165,0.472947,0.235690,0.022027,0.112681,0.351428,0.087687,0.412992,-0.506793
fragile_object_shift,fixed_policy_authority,3,192,0.036458,0.395833,0.610820,0.213802,0.471596,0.235463,0.023588,0.111245,0.350161,0.088848,0.411544,-0.525924
fragile_object_shift,fixed_policy_authority,4,192,0.057292,0.375000,0.612608,0.216759,0.472836,0.236664,0.023339,0.112180,0.350786,0.087730,0.410618,-0.493787
fragile_object_shift,fixed_policy_authority,5,192,0.036458,0.416667,0.613136,0.212930,0.469300,0.233859,0.022382,0.113322,0.349528,0.092163,0.412816,-0.538955
fragile_object_shift,fixed_policy_authority,6,192,0.067708,0.416667,0.612040,0.212596,0.471547,0.236140,0.021900,0.111938,0.349895,0.089260,0.412462,-0.507884
fragile_object_shift,fixed_policy_authority,7,192,0.036458,0.343750,0.611118,0.213104,0.471661,0.237976,0.023376,0.113108,0.350821,0.090758,0.411487,-0.494055
fragile_object_shift,fixed_policy_authority,8,192,0.041667,0.401042,0.612768,0.217559,0.473134,0.237617,0.022410,0.114058,0.350413,0.090922,0.410030,-0.526214
fragile_object_shift,fixed_policy_authority,9,192,0.057292,0.395833,0.611511,0.212068,0.472567,0.236941,0.023113,0.112637,0.349543,0.088821,0.411648,-0.505357
fragile_object_shift,mpc_risk_arbitration,0,192,0.500000,0.187500,0.216664,0.284957,0.199793,0.266941,0.756533,0.255621,0.188806,0.628518,0.125444,0.232155
fragile_object_shift,mpc_risk_arbitration,1,192,0.510417,0.177083,0.216749,0.288735,0.200992,0.266509,0.756009,0.255868,0.190898,0.627650,0.125202,0.247895
fragile_object_shift,mpc_risk_arbitration,2,192,0.588542,0.244792,0.215438,0.287987,0.200961,0.265271,0.755287,0.257438,0.191303,0.627561,0.125724,0.284487
fragile_object_shift,mpc_risk_arbitration,3,192,0.557292,0.203125,0.215996,0.282885,0.199731,0.267396,0.754441,0.254448,0.189894,0.628208,0.126338,0.280329
fragile_object_shift,mpc_risk_arbitration,4,192,0.541667,0.166667,0.213797,0.286665,0.199437,0.268354,0.756349,0.255356,0.190467,0.630267,0.125071,0.286944
fragile_object_shift,mpc_risk_arbitration,5,192,0.593750,0.166667,0.215602,0.284652,0.199599,0.264159,0.754041,0.256575,0.189369,0.629490,0.125910,0.339230
fragile_object_shift,mpc_risk_arbitration,6,192,0.536458,0.192708,0.216477,0.287442,0.198873,0.270220,0.754400,0.257265,0.189955,0.626234,0.125303,0.264253
fragile_object_shift,mpc_risk_arbitration,7,192,0.453125,0.171875,0.216807,0.287134,0.201275,0.267218,0.755101,0.256853,0.189831,0.630132,0.126012,0.193901
fragile_object_shift,mpc_risk_arbitration,8,192,0.505208,0.192708,0.214651,0.288632,0.200927,0.265964,0.753882,0.255589,0.189561,0.629650,0.125213,0.233482
fragile_object_shift,mpc_risk_arbitration,9,192,0.484375,0.156250,0.213832,0.286167,0.200084,0.264554,0.755425,0.255159,0.190886,0.629562,0.124872,0.236520
fragile_object_shift,oracle_authority_assignment,0,192,0.656250,0.114583,0.161763,0.328007,0.183266,0.246914,0.877560,0.279867,0.141465,0.749008,0.075800,0.449312
fragile_object_shift,oracle_authority_assignment,1,192,0.572917,0.109375,0.160743,0.333743,0.183711,0.246919,0.877766,0.280899,0.141044,0.748304,0.075590,0.367927
fragile_object_shift,oracle_authority_assignment,2,192,0.578125,0.130208,0.161722,0.326267,0.182688,0.247605,0.877482,0.280309,0.140417,0.748062,0.076746,0.361886
fragile_object_shift,oracle_authority_assignment,3,192,0.604167,0.098958,0.160510,0.327048,0.180815,0.244855,0.877157,0.280143,0.139462,0.749591,0.076683,0.408039
fragile_object_shift,oracle_authority_assignment,4,192,0.614583,0.140625,0.160564,0.329936,0.182976,0.249045,0.879339,0.279905,0.142100,0.748228,0.075526,0.391265
fragile_object_shift,oracle_authority_assignment,5,192,0.625000,0.088542,0.162015,0.329712,0.181047,0.244560,0.878215,0.280711,0.140812,0.749962,0.074945,0.434341
fragile_object_shift,oracle_authority_assignment,6,192,0.614583,0.109375,0.160131,0.330248,0.180717,0.247487,0.880222,0.280276,0.140750,0.748139,0.075462,0.411255
fragile_object_shift,oracle_authority_assignment,7,192,0.604167,0.088542,0.161555,0.328973,0.182104,0.246999,0.877399,0.280093,0.141238,0.748358,0.075788,0.413335
fragile_object_shift,oracle_authority_assignment,8,192,0.640625,0.145833,0.160295,0.329473,0.184279,0.245480,0.877250,0.281022,0.141323,0.752484,0.076320,0.414197
